"y","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9-4","x_10-3","x_11-6","x_12-6","x_13-6","x_14-6","x_15-6","x_16-2","x_17-6","x_18-4","x_19-6","x_20-5","x_21-6","x_22","x_23","x_24-6","x_25","x_26","x_27","x_28-1","x_29","x_30","x_31","x_32-2","x_33-3","x_34","x_35","x_36-6","x_37-3","x_38-3","x_39-2","x_40-6","x_41","x_42-4","x_43","x_44","x_45-6","x_46","x_47","x_48","x_49","x_50","x_51-6","x_52-6","x_53","x_54","x_55-5","x_56","x_57","x_58","x_59-6","x_60-4","x_61-6","x_62","x_63","x_64","x_65-5","x_66-3","x_67-1","x_68","x_69-2","x_70","x_71","x_72-5","x_73-2","x_74-1","x_75","x_76-3","x_77","x_78-1","x_79-1","x_80","x_81-6","x_82-3","x_83-2","x_84-6","x_85-3","x_86","x_87","x_88-2","x_89","x_90","x_91","x_92","x_93","x_94","x_95-5","x_96-6","x_97-1","x_98","x_99","x_100","x_101","x_102-6","x_103","x_104","x_105","x_106-6","x_107-6","x_108-4","x_109-3","x_110-6","x_111-5"
20641,7.2,10742.2,379428,233.773,80.2,233988,78.4,761,1010,5160000,288363,51.7,53.9,52.1,50.4,47,47.5,49.5,51,51,54,5.2,657.1,4.2,232236,382463,39.6,46.1,69602,33920,66761,245.7,82962,48738,1835,22038,1610,92,94.03991,0.18,6128,24.09,144297,117308,27902,47336,55013,9967,33891,6952,1835,36.9,3955,250,1720,2376,4651,317253,1.26,915,4.2,100.7177,78.3,488118,1.31,126.1,1076739,242582,116.2,1239309,2177.9,203070,104.67,3.574,3.62,0.863,3.961,204.2,197,185.4,1.96,-3.23,94.03990936,1.72,425.316,94.374,90.308,6.945,149.948,131282,191699,-60417,100.7177,1689981,1.3,1124.7692,15.873,8.354891304,13.3948913,14304.8,11742.7,6783.9,3056.7236,3.25,0.08,3.93,4.85,84,1.0314,12.5,1.3025
23126,7.2,10775.8,381298,233.903,72.4,231075,78.4,815,938,5380000,289980,49.7,52.1,50.5,51.1,47.5,44.5,52.5,53,54.5,55,4.7,589.4,4.3,233290,383714,39.5,46.4,70438,34185,65788,243,78503,47614,1800,23284,1571,98,101.27248,0.18,6139,24.06,143453,116798,28050,47780,55155,9525,33759,6989,1934,36.5,4076,295,1728,2407,4458,317470,1.32,831,4.3,100.819,78.2,488719,1.3,126.3,1074107,259319,116.7,1280690,2190.7,214306,106.57,3.532,3.68,0.92,3.885,203.9,197,185.4,1.76,10.87,101.2724838,2.9,460.727,99.707,93.225,7.454,155.815,135215,191698,-56483,100.819,1701085,1.28,1129.1151,15.344,8.132938064,13.17293806,14288.8,11713,6789.7,3073.7556,3.25,0.09,3.73,4.59,92,1.0402,12.2061,1.2983
19743,7,10831.4,380688,234.038,70.4,241438,83.8,826,977,5330000,296441,49.6,52.5,49,49.7,50,46,49,48,53.5,54.5,4.3,546.2,4.5,238455,384542,39.8,45.3,72646,35628,69663,244.3,77725,47592,973,22731,1859,129,142.90359,0.02,6056,24.3,144490,116875,27789,48302,55583,9784,33464,6973,1954,36.9,4073,288,1642,2416,4616,317679,1.67,898,4.5,101.375,78.5,494814,1.3,126.6,1083327,240181,116.8,1229055,2301.6,211502,106.29,3.344,3.64,1.061,3.839,202.5,197.4,185.8,1.93,4.82,142.903595,3.35,457.523,124.192,90.084,7.23,150.167,135398,189243,-53845,101.375,1709896,1.28,1133.0982,15.279,8.226632988,13.12663299,14326.5,11725.6,6828.8,3082.0836,3.25,0.08,3.89,4.73,98,1.0407,12.2993,1.3197
17453,6.7,10827.1,383142,234.697,77.5,229813,67.6,775,948,5260000,296290,55.7,55.7,50,50.4,52.5,45,54,46.5,55.5,56,4.1,523.2,4.2,233310,388208,39.1,46.3,67826,35835,69055,234.5,76892,40644,1776,18871,1936,106,169.52406,0.18,5842,24.29,144671,116661,27442,48053,54880,9641,33894,6934,1808,35.9,3977,298,1626,2387,4545,317867,1.55,885,4.2,101.5572,78.5,492667,1.29,127.3,1096888,241402,116.5,1189076,2315.3,212025,100.54,3.243,4.24,1.107,3.882,201.2,197.1,186.6,2.3,11.83,169.5240631,3.34,426.152,156.896,90.249,5.859,149.578,133141,188399,-55258,101.5572,1718787,1.28,1137.8418,16.189,8.227912963,12.91791296,14320,11696.6,6887,3097.9049,3.25,0.09,4.27,5.19,88,1.0342,12.9636,1.3088
21754,6.6,10795.6,378974,235.128,79.4,224010,60.7,850,993,5130000,301181,59.1,60.8,55.5,52,50.5,47.5,56.5,45,52,57.5,4.9,617.3,5.6,232234,389161,38.5,46.9,67948,34435,67753,223.2,78701,43267,1909,17765,1601,94,92.38395,0.14,5609,24.35,145206,115774,27425,48729,55096,9618,33359,6685,1810,37.1,3906,263,1685,2384,4600,318032,1.73,863,5.6,101.3061,78.1,489383,1.29,126.3,1110882,226279,118.9,1212780,2339.8,211306,93.86,3.276,4.71,1.136,3.893,202,198.2,187.5,2.58,12.05,92.38394928,3.34,426.231,173.564,85.391,7.053,144.287,132269,190711,-58442,101.3061,1726174,1.28,1137.5665,15.44,8.191745735,12.81174574,14398.7,11753.2,6922.4,3113.8919,3.25,0.07,4.34,5.32,83,1.0363,12.7615,1.3314
21272,6.7,10834,383453,235.356,78.3,229864,65.1,866,1067,4830000,305215,63.6,63,55,52.4,47,42.5,55.5,46.5,57,58,5,638.6,5.5,234785,392174,38.6,46.4,69491,35233,67820,232.9,80117,46168,1545,19508,1512,91,107.07991,0,5612,24.39,145301,116323,26641,48796,55501,9602,33482,7163,1771,37.4,4160,261,1776,2438,4698,318200,1.33,936,5.5,102.2567,78.6,494165,1.3,129.8,1100877,215039,118.4,1112089,2277.1,209635,97.63,3.313,6,1.181,3.984,203.8,199.3,187.7,2.74,13.16,107.0799103,2.56,446.368,148.203,81.871,5.727,135.524,130480,188230,-57750,102.2567,1733083,1.29,1140.347,15.196,7.796635353,12.48663535,14482.9,11811.5,6977.9,3129.414,3.25,0.07,4.54,5.42,78,1.0486,12.912,1.3364
23966,6.6,10903.3,389072,235.79,83.9,238420,80.2,874,1037,4870000,311277,61.3,61.2,54.8,52.7,44,43,52.5,49.5,59.5,55,4.8,622.4,5.5,237969,392990,39.6,47.5,70202,36274,70995,235.1,94164,48909,1530,18895,1913,101,95.97853,0.04,5746,24.26,145796,116985,27343,48570,56036,10011,33759,7143,1889,37.2,4210,278,1526,2430,4744,318373,1.44,1105,5.5,103.1059,79.1,495965,1.3,128.7,1121909,251913,115.9,1301281,2280.6,208429,94.62,3.356,4.9,1.275,4.001,205.7,199.5,187.7,2.81,10.84,95.97853088,2.98,499.11,138.297,90.758,8.017,151.135,134732,195632,-60900,103.1059,1739228,1.29,1143.2832,15.333,8.126405305,12.7464053,14572.6,11865.4,7015.4,3148.576,3.25,0.08,4.64,5.47,75,1.0639,13.0553,1.3646
23325,6.2,10896.7,390146,236.24,81.7,240481,94.9,832,1022,4670000,318214,61.3,60.8,54.3,54.1,52.5,47,53.5,51.5,55,55.5,5,648.4,4.9,238106,393961,39.8,47.9,69798,35879,70221,265.2,105821,49334,1720,26178,2194,119,87.60462,0.06,5966,24.4,145724,118073,27346,48684,55896,10006,33890,7162,2074,35.5,4417,282,1536,2413,4790,318552,1.47,1034,4.9,103.1885,79,497946,1.28,124.1,1149264,257761,117.5,1270785,2179.4,204508,100.82,3.533,4.66,1.395,3.964,207,200,187.9,2.62,12.2,87.60462189,2.23,528.733,105.524,90.532,5.024,151.431,134193,198511,-64318,103.1885,1750590,1.29,1147.8343,16.424,8.171753168,12.51175317,14607.6,11879.5,7088.9,3175.2419,3.25,0.09,4.53,5.31,76,1.094,12.9916,1.3491
25104,6.3,10906,391519,236.95,82.2,238337,92.5,898,974,4660000,329408,63.4,62.4,55.4,53.3,52.5,45,60.5,54,54.5,55,5.1,660.1,5,238102,397981,39.7,47.1,69750,35894,69237,255.7,114065,50991,1669,21218,1268,75,92.08688,0.02,6151,24.33,145868,119179,27900,48760,56202,10181,34091,7305,2043,36.8,4608,292,1682,2494,4805,318728,1.36,897,5,103.6839,79.1,497309,1.29,126.8,1152942,267895,119.4,1309631,2215.8,205971,100.8,3.661,4.58,1.443,3.943,208.3,200.8,188.3,2.72,0,92.08687592,2.04,472.793,97.634,93.963,4.234,155.597,135968,197850,-61882,103.6839,1759277,1.29,1142.749,15.969,8.438023191,12.84802319,14657,11897.7,7107.1,3194.9043,3.25,0.09,4.63,5.38,70,1.1054,13.0597,1.3708
25224,6.1,10935,393076,237.348,86.4,244841,87.3,809,1014,4700000,331441,64.4,61.7,55.8,53.7,53,47.5,60,51.5,53.5,55,5.1,658.4,5.1,240950,399598,39.7,47,70776,35763,72944,253.1,117239,51575,1421,31736,1323,72,89.7373,0.2,6310,24.5,146247,119472,27762,48364,55714,9795,34130,6960,1969,36.8,4710,299,1752,2469,4820,318927,1.39,928,5.1,104.105,79.2,501319,1.3,128.4,1140763,264729,119.8,1238493,2169.7,203911,102.07,3.673,4.59,1.064,3.906,208,201.1,188.6,2.9,7.06,89.73729706,2.21,470.302,94.284,91.075,5.881,153.518,135832,195110,-59279,104.105,1765949,1.31,1140.4832,16.669,8.148730991,12.41873099,14716.8,11923.8,7131.8,3213.4196,3.25,0.1,4.62,5.38,65,1.1107,13.0099,1.3618
26089,6.2,10945.8,394005,237.596,90.3,299862,101,860,1010,4750000,329984,52.8,56,52.6,53.8,53,44,59,48,55.5,53.5,5.1,658.1,5,249815,401361,39.9,47.4,76442,36926,72836,251.1,118705,53157,2627,34584,1608,97,90.05638,0.16,6425,24.43,146401,119900,27752,48154,55381,9210,34050,6787,1892,35.3,4726,286,1671,2542,5003,319133,1.65,950,5,104.4671,79.3,508108,1.3,129,1099183,271921,120.7,1333589,2128.3,199155,102.18,3.692,4.05,1.101,3.884,208.3,201.9,188.8,2.86,14.29,90.05638123,1.37,409.031,101.565,96.169,6.934,160.974,138070,196447,-58378,104.4671,1771528,1.3,1142.7632,16.847,8.181285947,12.52128595,14762.7,11939.4,7165,3236.2477,3.25,0.09,4.49,5.19,68,1.0992,13.222,1.3665
25850,6.1,11017.7,396297,237.409,93.4,245001,86.2,908,1088,4900000,328933,56.1,52.1,52.8,57.9,53,46.5,56.5,52,57,53.5,4.7,620.4,5.2,245532,402908,39.8,47.4,72310,37017,73112,251.2,118639,54361,3338,29225,1583,77,80.67136,0,6460,24.53,146451,120110,27810,48062,55646,9712,34100,6819,1973,36.9,4925,307,1684,2516,4792,319354,1.66,1063,5.2,104.4514,79.1,502690,1.3,130,1153137,270721,119.1,1325662,2180.7,217904,105.79,3.611,3.91,1.043,3.838,208,201.8,189,2.71,4.4,80.6713562,2.24,415.648,104.572,96.995,6.237,160.964,138509,196740,-58231,104.4514,1774524,1.29,1146.2421,16.402,7.811986907,12.08198691,14821,11981.7,7213.2,3250.7846,3.25,0.09,4.45,5.1,66,1.0894,13.2928,1.3828
27703,5.9,11035.2,395471,237.626,89,243200,94.2,950,1002,5010000,324186,56.4,57.3,51.9,53.8,48.5,42,60,57.5,56.5,54.5,4.6,606,5.7,246379,404750,39.7,47.7,72573,37156,72335,241.8,119402,56489,2289,27487,1640,105,76.3083,0.06,6429,24.56,146607,119791,28106,48793,56365,9971,34304,7100,1977,35.2,4678,292,1703,2733,5061,319588,1.76,984,5.7,105.186,79.4,503045,1.3,129.2,1100739,248860,121.3,1289066,2258.2,215740,103.59,3.487,3.92,1.046,3.792,207,201.5,189.3,2.72,3.23,76.30830383,2.37,426.952,97.764,88.482,7.338,149.244,135595,196546,-60951,105.186,1778685,1.3,1149.8321,17.439,7.548180072,11.67818007,14850,11989.8,7236.6,3268.0863,3.25,0,4.38,5.06,60,1.083,13.1929,1.381
30297,5.7,11077.5,396214,237.753,94.1,243821,92,915,992,5070000,328180,56.2,57.1,54.7,55.4,52,42,58,55.5,56.5,58,4.5,586.9,5.5,246032,406602,39.6,47.1,73075,36829,70997,229,122670,57760,2014,24831,1738,79,71.26215,0.08,6437,24.52,147260,120176,27693,49109,56759,9896,34315,7773,2008,34.8,4849,283,1659,2746,5106,319804,1.91,909,5.5,105.1437,79.2,498489,1.31,130.5,1154446,266955,121.2,1335534,2264.8,222000,96.54,3.406,3.78,1.036,3.681,206.4,201.3,189.5,2.71,10.23,71.262146,2.88,455.874,103.284,95.812,7.026,160.128,138004,198050,-60046,105.1437,1782471,1.3,1158.47,16.334,7.345981454,11.33598145,14902.1,12017.7,7269.1,3284.0667,3.25,0,4.24,4.9,55,1.0739,13.0669,1.3739
24525,5.8,11137,397747,237.067,91,238575,75.8,867,1037,5e+06,339423,58.7,59,53.5,53.6,51.5,46.5,59.5,52.5,54.5,54.5,4.4,581.5,5,244212,408714,39.7,47.6,72362,36519,70643,224.3,121831,58390,1971,26115,1822,103,84.33692,0.08,6339,24.71,147331,119441,27219,49799,57110,10213,33499,7549,2026,34.3,4886,332,1700,2662,5026,320013,1.57,1098,5,106.3086,79.8,493522,1.3,132.1,1131997,242672,121.6,1263219,2358.3,215157,93.21,3.171,4.12,1.018,3.647,203.4,200.8,189.6,2.56,12.5,84.33692169,2.81,457.367,127.508,90.003,7.308,150.735,135860,193787,-57927,106.3086,1785316,1.3,1165.4554,16.345,7.09423427,11.15423427,14961.6,12074,7323.3,3298.5305,3.25,0,4.16,4.76,57,1.0926,12.933,1.3595
21988,5.6,11144.5,393178,236.284,93.1,229827,73.4,941,1022,5100000,333687,59.1,59.9,53.9,52.7,52.5,46.5,58,48,53,57,4.9,641.8,5.8,247910,410641,39.9,47.6,75290,36174,70308,208.2,118559,52036,2172,26729,1846,119,100.20665,0.12,6175,24.77,147442,119394,27631,50350,56888,10007,33406,7308,1888,33.3,4877,310,1827,2715,5239,320201,1.66,963,5.8,106.221,79.5,488963,1.29,131.5,1124602,253399,122.4,1245927,2147,219328,84.4,2.912,3.48,1.062,3.411,200.9,199.2,190,2.6,9.78,100.2066498,3.69,421.159,144.952,93.985,6.642,158.286,133687,197160,-63473,106.221,1785743,1.29,1171.6623,17.094,6.276191004,10.196191,15010.5,12139.3,7350.9,3317.0492,3.25,0,4.25,4.8,61,1.1011,12.9932,1.3533
24875,5.7,11166.8,389684,234.677,103.8,234272,73.5,973,1039,5160000,333953,62,60.9,56.3,54.3,51.5,43.5,59.5,49.5,55,52,5.5,728.7,6.2,244516,411790,39.4,47.6,74439,35242,70062,199.7,134396,54500,3573,30073,1846,118,88.56004,0.14,5920,24.96,148201,118840,27365,50212,57367,10226,33083,7289,1743,32.5,4965,324,1663,2779,4994,320367,1.84,1028,6.2,105.7883,79.1,477790,1.3,132.7,1104480,237338,123.3,1276448,2263.8,219100,75.79,2.543,2.99,0.936,2.997,197.6,196.9,190.3,2.54,15.91,88.56003571,2.61,426.009,,,7.377,,127630,189148,-61518,105.7883,1785331,1.3,1179.6948,16.8,5.508189582,9.498189582,15072.3,12249.1,7404.8,3327.8452,3.25,0,4.16,4.73,69,1.1212,12.9914,1.3315
24990,5.5,11158.6,387541,235.186,98.8,230943,62.4,856,1102,4950000,338192,63.9,63.1,57.4,54.2,45.5,49,53.5,52.5,53.5,56,5.8,768.6,5.5,243974,412998,39.9,46.9,74302,35442,69314,188.5,150933,,,25354,1574,98,85.1875,0.22,5929,24.93,148297,119313,26537,50576,57596,9842,33037,7221,1748,31.9,5133,321,1694,2687,4916,320534,1.9,1092,5.5,105.8932,79,481345,1.3,133.9,1108516,213547,122.5,1084183,2420.3,218986,59.29,2.116,2.87,0.802,2.858,192.1,192.7,190.5,2.42,19.15,85.1875,3.13,444.318,,,5.043,,124777,178839,-54062,105.8932,1790207,1.3,1183.2107,16.571,5.427768997,9.277768997,15130.9,12278.1,7468.2,3343.3609,3.25,0,4.08,4.69,77,1.1325,13.1436,1.2889
