"y","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9-4","x_10-3","x_11-6","x_12-6","x_13-6","x_14-6","x_15-6","x_16-2","x_17-6","x_18-4","x_19-6","x_20-5","x_21-6","x_22","x_23","x_24-6","x_25","x_26","x_27","x_28-1","x_29","x_30","x_31","x_32-2","x_33-3","x_34","x_35","x_36-6","x_37-3","x_38-3","x_39-2","x_40-6","x_41","x_42-4","x_43","x_44","x_45-6","x_46","x_47","x_48","x_49","x_50","x_51-6","x_52-6","x_53","x_54","x_55-5","x_56","x_57","x_58","x_59-6","x_60-4","x_61-6","x_62","x_63","x_64","x_65-5","x_66-3","x_67-1","x_68","x_69-2","x_70","x_71","x_72-5","x_73-2","x_74-1","x_75","x_76-3","x_77","x_78-1","x_79-1","x_80","x_81-6","x_82-3","x_83-2","x_84-6","x_85-3","x_86","x_87","x_88-2","x_89","x_90","x_91","x_92","x_93","x_94","x_95-5","x_96-6","x_97-1","x_98","x_99","x_100","x_101","x_102-6","x_103","x_104","x_105","x_106-6","x_107-6","x_108-4","x_109-3","x_110-6","x_111-5"
15751,9.2,10201.2,334722,221.148,64.8,204664,40.2,520,563,3830000,252457,57,57.7,59.5,58.9,54,39,70.5,54.5,55.5,52.5,6.2,723.8,8.9,201498,327088,37.7,45,56525,28391,59826,207.3,56140,32467,1222,11672,1769,169,179.13557,0.22,5046,23.34,139267,110373,26160,44226,51866,9545,33724,6621,1679,33.9,2917,216,1766,1803,3904,311042,0.93,594,8.9,92.6124,76,441012,1.28,111.4,964609,222724,107.2,1254585,2069.6,215385,84.25,2.993,4.49,1.234,3.388,189.7,183.9,175.3,3.01,13.33,179.1355743,3.32,426.807,154.544,87.729,6.964,148.868,117337,178698,-61361,92.6124,1458571,1.27,1142.7871,12.383,10.88285147,17.32285147,12966.5,11297.4,5115.6,2656.3359,3.25,0.17,4.72,6.01,113,1.0179,12.8038,1.2903
15004,9,10210,336738,221.904,72,194494,35.4,615,558,4020000,255274,56.9,60.7,62.1,57.1,50,43.5,71,51.5,54.5,56.5,6.4,750.9,8.8,201409,330776,38.9,45.8,56764,27904,58473,225.1,66053,33275,1394,12376,1797,153,165.40785,0.18,5049,23.55,139400,110731,26411,44495,52557,9293,33750,6882,1617,33.7,3065,218,1775,1879,4035,311205,0.98,543,8.8,92.1015,75.6,441622,1.28,110.4,974260,213547,108.8,1146300,2028.8,206128,89.15,3.095,4.09,1.254,3.584,192.7,185.4,175.7,2.7,10.39,165.4078522,2.51,442.528,131.081,81.163,6.865,136.721,115705,174228,-58523,92.1015,1467087,1.28,1139.278,12.527,11.12765957,17.42765957,13038.1,11329,5158.6,2665.9295,3.25,0.16,4.49,5.66,104,1.0129,12.766,1.3103
20378,9,10240.2,339976,223.044,63.8,212478,49.9,591,560,4270000,254117,53.5,60.2,57.9,54,52,42.5,69.5,46.5,60.5,56.5,6,706.4,7.6,209483,336826,38.5,45.7,60024,30024,61722,232,79522,35934,1699,15257,2041,129,142.17046,0.12,5158,23.47,139649,111186,27330,44943,53243,9809,33604,6809,1717,33.4,3132,220,1661,1974,4266,311367,1.28,545,7.6,93.0194,76.3,457520,1.29,112.3,994145,250410,110.3,1320070,2004.8,209033,89.17,3.211,3.97,1.296,3.905,195.8,187.3,176.3,2.65,19.32,142.1704559,2.78,525.393,118.964,92.181,6.702,154.646,122617,181256,-58639,93.0194,1486831,1.27,1127.0931,12.841,11.61832135,17.91832135,13070.7,11312.4,5210.3,2675.6291,3.25,0.14,4.53,5.66,105,1.0081,12.7977,1.3901
18253,9.1,10235.2,342006,224.06,65.4,201676,49,549,632,4450000,258876,59.5,63.5,59.5,52.9,50.5,44,72.5,46,57,51.5,5.9,686.2,8.2,203686,340855,38.9,45.8,56172,28857,61343,229.1,88479,36378,3065,18981,2170,146,145.5089,0.1,5364,23.48,139610,111844,27407,44976,53216,10000,33886,6887,1850,34,3099,228,1779,1921,4219,311548,1.13,539,8.2,92.5816,75.8,455945,1.28,114.6,981817,249309,109.3,1264678,2000.8,206410,88.58,3.561,4.24,1.348,4.064,199.2,188.6,176.8,2.54,22.11,145.5088959,1.97,526.922,97.134,89.321,4.92,150.449,124393,181060,-56667,92.5816,1501621,1.27,1121.4223,12.892,12.16205526,18.53205526,13095.4,11282.8,5278,2682.4571,3.25,0.1,4.68,5.72,108,0.9939,12.4393,1.3654
21004,9,10229.5,341697,224.869,61.7,206556,54,549,576,4150000,265093,57.9,56,60.5,59.5,49,45.5,81.5,46,54.5,53,5.9,691.3,8.2,204965,345709,39.2,46.5,55850,29427,62907,241.5,96299,38284,1749,26268,1299,111,174.35437,0.12,5556,23.4,139639,112618,28068,44766,52778,10072,34247,7084,1891,33.9,3032,208,1776,1984,4125,311729,1.08,630,8.2,92.8754,76,455762,1.27,113,1002629,254145,110.4,1276671,2034.2,214444,102.86,3.8,4.31,1.379,4.047,203.1,190.2,177.1,2.76,18.07,174.3543701,2.22,452.358,88.605,92.185,6.454,155.416,123588,185321,-61733,92.8754,1518709,1.27,1116.2772,13.079,12.48796539,18.78796539,13132.5,11277.1,5278,2689.6328,3.25,0.09,4.87,5.92,105,0.9876,12.3376,1.3221
21283,9.1,10248.3,343872,224.841,57.6,201521,60.5,579,542,4240000,259162,59.8,62.5,58.2,57,54.5,40,82,47,62,50.5,6.1,725.6,7,206404,347854,39,46.6,55982,30325,62806,260.6,105986,39101,1720,26928,1356,95,157.4959,0.08,5728,23.43,139392,113255,27953,44590,52120,10141,33813,6861,1916,34.7,3194,219,1687,1951,4297,311923,1.19,517,7,93.0939,76.1,459180,1.27,115.5,1002782,258025,110.3,1229632,2020,203264,109.53,3.906,4.54,1.397,3.933,204.1,191.2,177.5,3.29,6.49,157.4958954,2.45,462.973,88.153,91.547,6.363,155.625,121316,185391,-64075,93.0939,1527884,1.25,1113.3104,12.006,12.61843241,18.98843241,13198.8,11325.8,5333.7,2698.1601,3.25,0.09,5.02,6.1,93,0.9766,12.3902,1.3371
19599,9,10277.2,344918,225.419,59.2,210259,57.6,634,583,4150000,225725,62.5,62.9,60.6,57.2,48.5,45.5,85,58,62.5,55,6.3,743.3,7.3,210453,351027,39.1,47.1,59335,30384,64223,251.9,124628,39366,1442,27342,1525,101,126.19207,0.1,5808,23.38,139520,113759,27226,44435,51662,9988,33750,6724,1728,37.3,3417,244,1657,1966,4180,312139,1.27,600,7.3,93.6897,76.4,462687,1.28,115,987728,260317,108.4,1234426,2089.8,184456,100.9,3.68,4.42,1.454,3.905,203.9,190.6,178.3,3.39,17.95,126.19207,1.65,417.601,100.781,94.878,7.658,156.912,125104,185822,-60718,93.6897,1532904,1.26,1081.8893,11.638,12.59091014,18.89091014,13284.5,11371.2,5373.5,2722.4488,3.25,0.07,5.04,6.09,90,0.958,12.128,1.3656
25230,9,10271.6,344723,226.082,44.5,217267,54.5,614,581,4130000,231591,61.9,63.5,61.5,59.2,53.5,40,85.5,59,56,55,6.2,740.6,8.1,212791,353691,39.1,46.3,57997,32654,64765,246.9,126788,42828,2457,24183,1596,113,158.08862,0.5,5845,23.49,139940,114286,27361,44648,51997,10115,33536,6649,1855,37.4,3138,233,1736,2045,4193,312355,1.39,554,8.1,94.1465,76.6,465238,1.25,112.8,978922,260623,110.2,1312456,2082.2,199587,96.26,3.65,4.06,1.521,3.86,204.6,191.3,178.5,3.58,29.03,158.088623,1.98,425.046,100.819,93.019,6.794,158.333,125120,185727,-60607,94.1465,1541637,1.24,1078.4946,12.349,12.74398297,19.04398297,13306.4,11363.5,5419.4,2714.6771,3.25,0.1,5.22,6.15,86,0.968,12.0649,1.402
23575,9,10297.9,347663,226.676,46.4,209447,58.8,603,618,4190000,238405,61.9,63.8,60.7,59.9,48,39.5,76.5,52.5,62,56.5,5.7,677.1,7.2,210824,353670,39.1,46.4,56607,32057,65672,249.9,126205,44175,2250,28987,1770,93,197.91635,0.04,5817,23.48,140156,112980,27776,45048,52665,10303,33841,6946,1816,39.1,3557,243,1669,2041,4326,312587,1.36,561,7.2,94.2426,76.6,463291,1.28,115.4,983077,241764,110.2,1280972,2046.3,192833,97.3,3.639,3.9,1.52,3.837,203.2,191.1,179,3.41,14.29,197.9163513,2.91,445.066,88.023,88.683,6.823,150.121,127409,185718,-58309,94.2426,1537897,1.25,1076.4239,12.303,12.84881457,19.14881457,13293.4,11330.8,5461.9,2724.7318,3.25,0.08,5.13,6.03,82,0.9766,11.9963,1.446
25627,8.8,10326.8,351796,226.811,40.9,209973,53.2,566,636,4150000,240520,60.4,60.7,59.7,59.2,54.5,40.5,68,61,55,55.5,5.5,658.1,6.7,214182,355568,38.9,46.9,59764,31575,66572,231,125352,44888,1814,38121,1767,103,245.12672,0.4,5808,23.49,140336,113456,27817,45348,52864,10105,33882,6989,1831,38.7,3422,231,1688,1963,4217,312810,1.28,608,6.7,94.7279,76.8,464993,1.3,114.4,989203,252058,110.7,1345498,2050.1,206363,86.33,3.611,3.57,1.528,3.798,203.7,192.7,179.4,3.46,12.22,245.1267242,3.42,476.347,92.74,90.391,8.531,152.403,127268,186685,-59417,94.7279,1549277,1.27,1081.2101,13.046,12.35011756,18.51011756,13307.1,11340.8,5520.7,2727.5089,3.25,0.07,5.16,6.02,76,0.9553,11.7059,1.4335
25198,8.6,10313.3,352761,227.157,56,217771,53,585,621,4410000,250268,52.4,54.4,57.2,55.9,52,39.5,59,50.5,53.5,54.5,5.6,665.5,6.6,213087,357606,39,47.8,57881,31503,63587,235.6,121234,47213,3751,24427,1880,127,204.62979,0.22,5707,23.67,140780,113138,27410,45161,52787,10190,33970,7083,1883,39.5,3215,228,1844,1979,4235,313003,1.09,623,6.6,94.8324,76.7,466823,1.29,115.8,1002449,238278,111.3,1257921,2044.4,206682,85.52,3.448,3.24,1.528,3.962,201.1,192.4,179.6,3.17,2.17,204.6297913,3.43,480.441,108.263,86.272,6.264,146.561,125713,187195,-61482,94.8324,1556508,1.27,1080.5914,13.374,12.04596748,18.06596748,13310.6,11329.3,5558.6,2745.5183,3.25,0.08,4.96,5.78,83,0.9817,11.6542,1.4403
24065,8.5,10310.2,351807,227.145,64.8,226371,42.7,610,647,4340000,265070,55.7,57.3,60.3,56.4,46.5,47,55.5,49,50.5,51,6.4,765,6.6,217210,358061,39.3,47.1,58823,32986,67070,229.8,121291,44433,1359,21234,1881,113,159.73958,0.06,5512,23.91,140890,113050,26875,45228,52808,10043,33876,7030,1781,39.8,3527,257,1758,1991,4254,313191,1.42,585,6.6,95.1997,76.8,470279,1.29,116.5,1003694,244615,111.6,1268018,2014.8,206071,86.32,3.384,3.17,1.56,3.861,201.4,192.8,180,3,7.61,159.7395782,2.58,428.376,135.784,90.601,7.292,151.446,126937,190853,-63916,95.1997,1564413,1.26,1085.505,13.263,11.5266882,17.4766882,13419.9,11416,5641.3,2755.9403,3.25,0.07,4.99,5.75,99,1.0025,11.8055,1.4275
25048,8.3,10357.3,354950,227.759,61.5,222040,47.2,545,610,4350000,265346,54.9,54.3,56.1,51.4,46.5,44,56,45,53.5,53.5,6.6,804.2,6.7,220619,360515,39.1,47.7,63403,31128,65543,243.2,123462,48847,1684,18739,1856,107,166.33902,0,5237,23.9,141633,111879,26624,45402,53152,9669,33494,6830,1726,40.6,3653,263,1717,1963,4296,313373,1.37,650,6.7,96.015,77.3,474129,1.29,117.2,1026534,226834,111.5,1267256,1986.1,201630,97.16,3.266,2.67,1.472,3.833,199.8,192.6,180.7,3,1.12,166.3390198,2.44,424.488,147.497,85.673,6.726,143.343,125736,191549,-65813,96.015,1571286,1.26,1087.0193,13.502,11.28940076,17.09940076,13559.6,11500.3,5790.9,2769.6317,3.25,0.08,4.93,5.76,118,1.0198,11.6741,1.4333
26223,8.3,10407.5,359612,228.285,71.6,220242,49.7,561,671,4400000,268976,52.1,51.7,54.9,52,45.5,46.5,41,46,50,55.5,6.7,813.7,6.5,218737,361555,39.2,48.1,60937,31788,66632,232.7,118851,53298,1488,20717,1786,107,189.39836,0,5219,23.91,141911,112587,26050,45808,53208,9469,33589,7116,1692,40.4,3517,260,1761,2096,4451,313537,1.54,610,6.5,96.375,77.4,474289,1.29,117.4,1010238,218714,115.2,1167610,1989.1,206653,98.56,3.38,2.51,1.458,3.953,200.7,193.2,181,2.3,12.2,189.3983612,2.34,431.569,133.756,84.043,4.264,138.728,126772,185837,-59065,96.375,1583308,1.26,1085.3465,13.94,11.17556781,16.98556781,13664.8,11562.5,5885.8,2778.6969,3.25,0.1,4.37,5.36,139,1.0248,12.2366,1.3747
26256,8.2,10397.8,361087,228.866,69.5,217022,58,582,706,4370000,271557,51.6,53.7,54.8,51.9,49.5,49,45,41.5,52,54.5,6.9,845.2,6.3,219661,363814,39.2,47.3,61623,33675,66289,233.1,124982,55945,2014,23709,1915,114,178.28653,0.14,5313,23.74,142069,113916,27522,46415,53771,9788,33402,7052,1730,40.4,3837,323,1749,2175,4472,313705,1.41,711,6.3,96.0067,76.9,477512,1.3,123.2,1010152,253785,111.6,1244739,1909.7,204330,100.27,3.579,2.17,1.395,4.127,201.6,193.7,181.4,1.98,15.12,178.2865295,2.48,473.519,113.511,89.615,7.468,148.735,130912,196472,-65560,96.0067,1589212,1.26,1084.1304,14.448,10.81024731,16.55024731,13727.8,11586.8,5922.7,2794.0346,3.25,0.13,4.09,5.27,127,1.0235,13.0637,1.3732
24430,8.2,10417.6,359494,229.172,68.7,216932,66.8,671,697,4510000,271888,52.4,52.8,55.1,52,49.5,43.5,47.5,47.5,53,49.5,7,854.6,6,221125,364868,39.2,47.2,63254,32378,65582,228.1,125170,56643,1430,28299,2079,118,149.63708,0.06,5488,23.81,141953,113999,27530,46310,54055,10069,33959,6947,1851,38.8,3627,263,1782,2090,4305,313881,1.48,694,6,96.7966,77.4,476294,1.3,117.7,1021993,249567,112,1192250,2149.1,205155,102.2,3.852,1.95,1.294,4.115,204.2,193.9,181.7,2.15,19.78,149.637085,2.14,475.561,104.114,88.342,5.287,146.894,129013,192660,-63647,96.7966,1597440,1.26,1088.2984,14.185,10.48153173,16.22153173,13770,11609.4,5954.1,2807.8275,3.25,0.14,3.98,5.37,132,1.013,13.4379,1.3558
27247,8.2,10421.5,359241,228.785,64.4,214116,67.8,626,715,4520000,274813,55.2,54.4,53,51.3,50,50,55.5,45,55,49,7,856.3,5.7,224270,366793,39,47.2,64621,32391,65246,228.9,121099,58364,2086,20605,1364,95,137.55312,0.14,5651,23.6,142231,114634,27932,46408,54156,10242,34239,7174,1854,40.2,3696,300,1695,2155,4440,314052,1.62,723,5.7,97.1123,77.4,477775,1.29,118.4,1033998,261355,111.1,1237395,2275.6,204292,106.16,3.9,2.43,1.22,3.979,203.7,193.5,181.9,2.01,18.82,137.5531158,2.47,438.85,99.807,93.748,5.862,153.928,128990,191762,-62772,97.1123,1604304,1.26,1089.0114,14.328,9.94145836,15.68145836,13764.8,11611.6,5977.8,2827.1379,3.25,0.16,3.87,5.14,138,0.9967,13.6955,1.3155
26096,8.2,10421.4,355226,228.626,62.7,217110,74.7,625,733,4460000,280259,55.4,59.9,55,49.9,48.5,42.5,61.5,48,59.5,54,7.1,878.1,5.3,222576,367777,39.1,46.4,63751,33727,63944,220.5,114381,60816,1354,30302,1329,82,136.59669,0.04,5825,23.71,142400,116024,27630,45674,53846,10291,33884,6707,1990,40.5,3785,312,1675,2147,4338,314247,1.78,704,5.3,97.1618,77.3,467994,1.29,118.6,1028692,260534,111.8,1216288,2282.9,204812,103.32,3.732,2.46,1.261,3.759,201.9,192.7,182.2,1.98,24.69,136.5966949,2.26,417.002,99.556,90.86,6.164,151.795,129826,188767,-58941,97.1618,1609552,1.25,1090.5659,14.071,9.883411833,15.62341183,13793.7,11627.6,6033.3,2842.4496,3.25,0.16,3.93,5.25,129,0.9938,13.7746,1.291
22579,8.2,10458.5,357428,228.584,65.4,225092,69.2,676,797,4530000,292515,55.2,54.3,54,50.8,46,47.5,61,52.5,54,52.5,6.6,805.4,5.3,223569,370188,39.1,46.5,64104,33591,63082,207.7,106393,59307,1564,25285,1702,99,158.56197,0.04,5893,23.82,142270,116131,28065,45381,53165,10062,33676,6741,1878,40.3,3587,282,1759,2091,4285,314449,1.63,695,5.3,97.7061,77.6,473886,1.29,118.4,1046571,260880,112.7,1227468,2290.7,182427,94.66,3.539,2.95,1.196,3.721,199.8,192.1,183,1.97,18.07,158.5619659,2.09,390.473,110.462,92.177,7.118,155.365,128501,187727,-59226,97.7061,1621100,1.25,1091.1023,14.216,9.60405201,15.34405201,13770.6,11597.1,6092.6,2850.8515,3.25,0.16,3.85,5.23,124,0.9928,13.3829,1.3238
22841,8,10455.7,362407,229.911,61.3,201378,69,684,747,4590000,291236,55.2,55.5,53.6,48.4,44,46,61,52,59,54,6.4,786.2,4.8,220270,372159,39.1,46.7,62945,33602,62722,197.4,96976,58802,2289,22479,1737,91,194.61058,0.1,5926,23.73,142277,116214,28096,46253,53696,9922,33298,6635,1934,39.9,3637,264,1692,2122,4460,314673,1.32,753,4.8,97.1146,77,475473,1.28,118,1032037,264983,113.5,1296307,2218.7,194737,82.3,3.439,2.84,0.954,3.983,200.1,192.4,183.2,1.97,12.05,194.6105804,1.85,415.054,107.11,95.519,6.888,158.48,126911,187443,-60532,97.1146,1628367,1.25,1092.9135,14.102,9.693633283,15.29363328,13797.2,11576.6,6146.3,2868.751,3.25,0.13,3.85,5.14,123,1.0097,12.7833,1.3208
19188,7.8,10496.9,366648,231.104,70.3,214344,75.8,652,807,4410000,297493,55.5,56.5,54.6,48.6,49,44.5,47.5,52.5,53.5,53.5,6.5,809.3,4.9,221997,372551,39.3,45.8,63925,33350,61960,204.7,87965,57109,1556,20097,1728,117,184.8797,0.3,5885,23.84,142953,115678,27497,46633,54655,10155,33513,6818,1992,39.3,3614,250,1841,1949,4220,314909,1.54,708,4.9,97.3865,77,481112,1.29,119.6,1028022,239001,113.2,1234535,2227.6,190795,87.9,3.722,2.85,0.788,4.12,202.7,194.7,183.2,2.17,12.37,184.8796997,2.87,428.059,96.196,86.653,6.378,145.039,132325,188974,-56649,97.3865,1639186,1.26,1095.0438,14.279,9.753448976,15.21344898,13918.8,11638.5,6190.6,2879.6799,3.25,0.14,3.99,5.23,127,1.028,12.7523,1.316
20549,7.8,10491.1,366507,231.741,73.1,219147,77,730,790,4600000,301701,55.8,59.2,56.5,48.7,53,45.5,37,49.5,47.5,53.5,7.1,891,4.9,222185,373773,39.5,46,63588,33270,64463,219.4,77730,54351,2200,17201,1603,96,152.35345,0.06,5888,23.83,143350,116045,27996,47242,55223,9865,33783,6976,1914,39.3,3729,268,1841,2042,4322,315129,1.37,757,4.9,97.3111,76.9,481289,1.29,119.6,1029750,254170,112.5,1262848,2234.2,204268,94.13,3.849,3.32,0.874,4.094,204.4,196.6,183.2,2.05,18.52,152.3534546,2.23,467.873,101.208,90.682,7.598,150.688,126501,185520,-59019,97.3111,1639904,1.27,1097.1417,14.756,9.973615918,15.43361592,14035.8,11709.1,6233.5,2896.0876,3.25,0.16,3.96,5.19,138,1.0142,13.0559,1.2806
19768,7.7,10523.6,367836,231.202,71.5,217177,62.2,668,840,4840000,306375,57.1,56.6,56,50.2,50.5,43.5,39.5,47,46.5,53.5,8.2,1037.2,4.7,224876,374553,39.3,45.7,65354,34579,65140,221.5,71029,52666,2542,17946,2038,114,175.27705,0.12,5788,24.05,143279,115515,28092,47039,54951,9762,33863,7235,1979,39.5,3741,246,1779,2092,4417,315341,1.36,740,4.7,98.2597,77.5,482237,1.31,118.8,1023514,240734,112.3,1205969,2164.2,207446,94.51,3.746,3.54,0.901,4,203.5,196.9,183.5,1.8,5.88,175.2770538,2.5,464.283,115.685,85.798,6.694,143.496,128476,192378,-63902,98.2597,1643934,1.29,1105.635,14.408,9.480706736,14.87070674,14226.6,11877.2,6278.4,2911.9731,3.25,0.16,3.8,5.07,147,0.9924,13.6199,1.2541
17288,7.9,10547.1,368813,231.165,64.6,230360,63.2,677,832,4780000,306129,51.3,53.8,55.8,50,50,48.5,54,44.5,47,53.5,10.5,1373.2,4.8,227218,374129,39.7,45.8,66167,34208,63930,218.6,67179,47331,1419,16597,1888,111,165.94449,0.22,5634,24.13,143280,115079,27178,46892,54635,9785,33921,7081,1812,40.1,3640,246,1646,2145,4361,315532,1.28,754,4.8,98.3571,77.5,482966,1.3,119.2,1010705,238876,110.1,1201630,1985.4,204346,89.49,3.452,3.34,0.91,3.961,201.8,195.5,183.6,1.62,7.45,165.9444885,2.24,411.696,133.855,87.621,5.721,143.73,131739,187212,-55473,98.3571,1646233,1.29,1105.9367,15.127,9.669794625,15.19979462,14622.9,12214.1,6348.8,2923.6134,3.25,0.16,3.64,5.02,143,0.9783,13.9193,1.2278
17349,8,10589.8,371652,231.444,58.4,220179,58.7,726,921,4830000,308669,50.3,50.6,53.3,49.6,45,49.5,58,43,48.5,50.5,4.5,552.4,4.6,225779,375142,39.3,45.6,65318,33988,70138,219.9,70062,46084,1193,12941,1836,125,187.49065,0.14,5353,24.26,143328,113868,26995,47061,54214,9502,33371,6738,1871,39.2,3770,270,1880,2293,4411,315701,1.1,847,4.6,98.4084,77.4,483996,1.3,115.8,1018766,228607,111.5,1192314,2083.5,213676,86.53,3.31,3.33,0.962,3.909,201.5,195.3,183.9,1.53,7.53,187.4906464,2.51,422.645,154.776,87.121,6.759,145.182,129159,189735,-60576,98.4084,1660937,1.29,1104.2019,15.242,9.617938259,15.21793826,13881.8,11487.6,6389.4,2939.3154,3.25,0.14,3.4,4.87,135,0.9872,13.3638,1.2406
17971,7.7,10617.7,376100,232.803,68,230272,66.1,723,895,4960000,303866,49.6,49.5,52.9,50.3,43,49,55,42.5,48,49,4.7,582.5,4.6,227208,376180,39.6,44.6,66133,34643,66254,222.1,70627,46802,1865,16291,1794,108,192.82516,0.3,5386,24.23,143429,114191,26344,47567,54563,9463,33026,7435,1720,39.4,4023,306,1768,2277,4574,315869,1.15,915,4.6,99.0438,77.8,489835,1.29,117.6,1080715,216306,112.5,1110548,2128.7,196690,87.86,3.319,3.33,0.89,4.111,202.5,196,184.2,1.68,5.62,192.8251648,2.47,437.577,137.896,79.203,6.765,131.874,130488,189769,-59281,99.0438,1661166,1.28,1105.8146,15.29,9.679105066,15.06910507,14003.6,11543.5,6439.2,2958.6023,3.25,0.15,3.48,4.91,111,0.997,13.1793,1.2885
19553,7.5,10633.5,372333,232.245,61.9,213818,83.3,805,930,4900000,307535,53.5,51.9,54.3,50.6,51,49.5,52.5,44,47,49.5,4.9,604.4,4.5,228044,375972,39.7,45.4,67581,34532,65806,225.9,73878,47345,1046,15799,1774,96,157.53331,0.14,5501,24.12,143374,114796,27655,47723,54721,9803,33088,7192,1712,39.7,3891,285,1751,2091,4289,316041,1.19,833,4.5,99.488,78,481868,1.29,120.2,1109894,250538,113.8,1239149,2247.5,205788,94.76,3.67,3.81,0.797,4.068,204.3,197.1,184.5,1.72,4.3,157.5333099,2.34,462.904,135.26,90.188,7.491,151.292,129339,184081,-54742,99.488,1659685,1.28,1108.3697,15.394,8.976409777,14.22640978,14046.2,11584.7,6496.9,2968.3633,3.25,0.14,3.49,4.84,101,0.9898,12.9235,1.2974
22596,7.6,10640.3,372251,231.672,69,224074,76.3,699,938,4940000,305485,51.8,51.9,53.1,49.4,51.5,49,55.5,41.5,51.5,47.5,5.1,627.2,4.9,226793,377197,39.6,45.6,67176,33894,67504,226.3,79496,48105,1161,23289,2016,121,114.65411,0.14,5677,24.19,143665,115674,27993,47888,54767,9810,33614,7029,1899,39.9,3840,246,1781,2284,4490,316220,1.66,976,4.9,99.3112,77.8,478998,1.29,122.2,1050488,252161,115.3,1190406,2166.7,207311,95.31,3.711,4.17,0.838,3.93,204,196.1,184.7,1.75,5.38,114.6541138,2.23,493.864,105.204,89.387,4.724,147.912,130323,187962,-57639,99.3112,1665593,1.28,1111.9462,15.348,8.690883703,14.0108837,14068.6,11612.5,6537.4,2981.0065,3.25,0.15,3.47,4.58,98,0.9921,12.8976,1.2837
23004,7.5,10659.1,374961,231.99,74.3,231715,87.2,719,947,4950000,300283,51.4,52.2,48.8,50.2,49.5,42.5,56.5,41,50.5,48,5.2,654.3,4.6,230110,376982,39.9,45.5,69414,34389,67988,226.6,83846,48212,1033,20130,1256,92,124.94081,0.04,5871,24.06,143890,116643,28034,47623,54740,10295,33963,7123,2037,39,3829,234,1552,2212,4554,316395,1.78,896,4.6,99.4162,77.8,484289,1.29,123.5,1034887,263964,115.5,1241624,2119.6,214542,92.94,3.57,4.04,0.862,3.87,203.5,194.7,184.9,1.65,11.11,124.9408112,1.32,441.495,93.504,94.255,5.418,154.949,129356,191648,-62292,99.4162,1665503,1.28,1113.8036,15.217,8.900878554,14.15087855,14131.7,11653.5,6595.1,2997.3162,3.25,0.11,3.5,4.51,93,1.0098,13.0639,1.3119
21491,7.5,10681.8,377424,232.583,82.1,243780,80.7,763,976,4940000,303499,50.1,53.1,52.7,52.9,46.5,47,61.5,48.5,53.5,51.5,5.3,659.1,4.5,229662,377818,39.6,46.6,69052,33722,69050,236.8,85891,48963,1097,21096,1386,79,118.71048,0.12,6042,24.1,144025,117400,27980,47163,54323,10312,33681,6990,2118,37.8,3864,209,1606,2211,4410,316594,1.57,951,4.5,99.6083,77.8,481657,1.29,124.1,1056331,260055,114.6,1210146,2129.9,197914,92.02,3.615,3.83,0.895,3.849,204.1,196.1,185.1,1.72,18.28,118.7104797,2.88,463.436,93.069,91.502,4.806,151.509,132711,186279,-53568,99.6083,1668280,1.28,1114.7666,15.422,9.230774278,14.48077428,14193.7,11675.1,6686,3009.0835,3.25,0.09,3.65,4.63,95,1.0244,12.8651,1.3304
22458,7.3,10690.3,379482,232.98,81,224330,84,779,926,4970000,288727,50.8,53.8,53.8,51.9,49,48.5,54.5,47.5,56,50,5.1,638.6,3.9,228525,379087,39.4,45.7,68006,33666,67070,240.8,85687,49759,1034,22928,1598,89,104.30455,2.24,6119,24.11,144275,117688,27746,46779,54064,9723,33995,6897,1786,35.5,3829,238,1619,2323,4493,316799,1.56,994,3.9,99.4432,77.5,486471,1.28,124.1,1060067,264570,115.8,1226158,2137.5,183912,94.51,3.626,3.62,0.939,3.866,204.3,196.4,185.3,1.91,12.5,104.3045502,2.37,409.567,103.064,95.626,7.368,159.914,131657,188677,-57020,99.4432,1673172,1.27,1117.7853,15.779,9.223144227,14.33314423,14187,11665.6,6700.6,3025.1598,3.25,0.09,3.8,4.73,92,1.0187,12.6964,1.3347
20416,7.2,10707.4,378223,233.413,81.8,225292,80.4,763,1040,5150000,288772,55.7,54.5,52.2,51.5,50.5,46.5,50,55,54,54,5.3,662.7,4.1,231272,379119,39.6,45.9,69244,34003,68117,238.6,85467,49306,1089,22567,1631,99,114.61613,0.22,6152,24.11,144288,117868,28037,47097,54515,9753,33680,6776,2043,36.7,3893,279,1784,2349,4647,317019,1.37,848,4.1,99.9987,77.8,488018,1.3,126,1060073,268639,116.2,1301948,2140.7,208833,95.77,3.591,3.43,0.932,3.905,204.4,196.4,185.4,1.98,11.36,114.616127,2.02,414.836,103.073,95.399,7.243,160.277,131524,189129,-57605,99.9987,1679359,1.29,1121.3822,15.692,8.723198107,13.76319811,14250.2,11709.3,6716.3,3039.9929,3.25,0.08,3.9,4.85,86,1.0196,12.7249,1.2953
